timestamp,engine_temp,hydraulic_pressure,vibration,defect_detected
73,0.1465703560459559,0.9448612078400158,0.109912339851652,normal
74,0.2440564213400065,0.95014094783272,0.126770060687795,normal
75,0.1623819815720617,0.9668822339402384,0.0761968981793661,normal
76,0.1023205551131836,0.9730839385799092,0.1045178691840863,normal
77,0.2056648845410076,0.9641163399993368,0.0161834120026972,normal
78,0.2140825844613805,0.9489868338142142,0.1382333108563722,normal
79,0.2293254464793537,0.9479985407753788,0.1119352663519892,normal
80,0.1806961665339548,0.9447152853779062,0.0721510451786918,normal
81,0.1916164258901149,0.9350313401651577,0.1571139581928523,normal
82,0.1903651461722213,0.9671541803468976,0.1375590020229265,normal
83,0.1963940393584344,0.956442145060193,0.1456507080242751,normal
84,0.23558184506882,0.9342155009451798,0.0957518543492919,normal
85,0.229723580935047,0.9540675886313136,0.1180040458530006,normal
86,0.2520191104538725,0.9450137631413128,0.1153068105192178,normal
87,0.1339438061653961,0.9664975292674028,0.0694538098449089,normal
88,0.1759185530656348,0.957543196365204,0.0795684423465947,normal
89,0.1782504834489819,0.9157297781315292,0.1200269723533378,normal
90,0.1103401205778635,0.9476801644944116,0.1139581928523263,normal
91,0.2492890456148333,0.9584452624946108,0.1247471341874578,normal
92,0.2327949038789665,0.9803866945245914,0.1126095751854349,normal
93,0.311511773404618,0.9638642921102378,0.0971004720161834,normal
94,0.1213741326356498,0.9509634198918848,0.1618341200269723,normal
95,0.1913320441360477,0.9840015918814048,0.1092380310182063,normal
96,0.1904220225230348,0.9526547938845222,0.1166554281861092,normal
97,0.2642475258787393,0.9564288793818194,0.0903573836817262,normal
98,0.1408258446138091,0.94549796040195,0.179366149696561,normal
99,0.1688090092139682,0.9328358703943224,0.122049898853675,normal
100,0.2057217608918207,0.9509302556959508,0.0809170600134861,normal
101,0.2260266181321806,0.9413060060358835,0.1153068105192178,normal
102,0.2434307814810594,0.9399396411634,0.122049898853675,normal
103,0.2272778978500738,0.9639107219845456,0.0458530006743088,normal
104,0.162211352519622,0.9284183994959044,0.1018206338503034,normal
105,0.2264816289386875,0.9541604483799292,0.0964261631827377,normal
106,0.2653850528950059,0.9715053228534476,0.1193526635198921,normal
107,0.1732453645774088,0.9683348257221502,0.1294672960215779,normal
108,0.2411557274485263,0.9479056810267636,0.0660822656776803,normal
109,0.2440564213400065,0.9731370012934036,0.1186783546864464,normal
110,0.0623364804914117,0.930554173714058,0.1368846931894808,normal
111,0.262313729951086,0.952137432427951,0.0734996628455832,normal
112,0.2122625412353542,0.9530063343614236,0.136210384356035,normal
113,0.2641906495279262,0.964786256757205,0.0532703978422117,normal
114,0.2681151177340459,0.9502139090637748,0.1652056641942009,normal
115,0.1678989876009553,0.9390574735515538,0.0694538098449089,normal
116,0.3174269138892041,0.95676052134116,0.1119352663519892,normal
117,0.2589580252530994,0.955268132524127,0.1348617666891436,normal
118,0.1858150381071546,0.9499419626571152,0.1254214430209035,normal
119,0.2104993743601406,0.958193214605512,0.1139581928523263,normal
120,0.1992947332499142,0.939117169104235,0.0876601483479433,normal
121,0.2088499601865541,0.9477862899214008,0.1274443695212407,normal
122,0.1812080536912748,0.943899446157928,0.0802427511800404,normal
123,0.2140825844613805,0.964142871356084,0.1712744436952124,normal
124,0.146172221590263,0.9438132192484994,0.0242751180040458,normal
125,0.185189398248208,0.9352170596623886,0.1598111935266352,normal
126,0.2036173359117272,0.9380824461910922,0.1335131490222522,normal
127,0.1988397224434082,0.9590223195038636,0.122049898853675,normal
128,0.284268001365032,0.9529599044871158,0.1395819285232636,normal
129,0.1897395063132747,0.9547640367459288,0.0876601483479433,normal
130,0.2445683084973264,0.9761615759625908,0.062036412677006,normal
131,0.1619269707655557,0.9578881040029184,0.078894133513149,normal
132,0.2265385052895006,0.9517858919510496,0.0782198246797033,normal
133,0.2445114321465133,0.956866646768149,0.1861092380310182,normal
134,0.2119212831304739,0.953351241999138,0.157788267026298,normal
135,0.2704470481173922,0.9596590720657978,0.0964261631827377,normal
136,0.1405983392105563,0.952953271647929,0.0802427511800404,normal
137,0.3051416221135246,0.9476138361025436,0.0512474713418745,normal
138,0.192697076555568,0.9414519284979936,0.1260957518543493,normal
139,0.1015242862017973,0.9694093456704144,0.1800404585300067,normal
140,0.1494710499374356,0.9394289125460152,0.0944032366824005,normal
141,0.2679444886816058,0.956369183829138,0.0923803101820633,normal
142,0.2480377658969397,0.9508174974297748,0.0681051921780175,normal
143,0.2040723467182341,0.9598049945279076,0.1631827376938638,normal
144,0.2412694801501529,0.952137432427951,0.1038435603506406,normal
145,0.2218177681719937,0.9400722979471364,0.0633850303438975,normal
146,0.2356387214196331,0.9529466388087422,0.1247471341874578,normal
147,0.2326811511773399,0.9554870162172916,0.1382333108563722,normal
148,0.1902513934705947,0.960998905581534,0.0552933243425488,normal
149,0.2270503924468201,0.9561171359400392,0.2002697235333783,normal
150,0.2150494824252069,0.9645673730640404,0.5772083614295348,normal
151,0.2310886133545668,0.9597320332968526,0.1166554281861092,normal
152,0.1731884882265952,0.973660995589162,0.0761968981793661,normal
153,0.1502673188488223,0.9483766126090274,0.162508428860418,normal
154,0.1356500966897962,0.9486419261765,0.1173297370195549,normal
155,0.1421908770333293,0.9693363844393592,0.0923803101820633,normal
156,0.1514617222159024,0.9664444665539084,0.0458530006743088,normal
157,0.1369582527585029,0.9517858919510496,0.0734996628455832,normal
158,0.2879649641678985,0.9843199681623722,0.1402562373567094,normal
159,0.3057672619724716,0.966218950021557,0.1591368846931894,normal
160,0.1661358207257421,0.9762478028720194,0.1213755900202292,normal
161,0.2475827550904328,0.9452193811561038,0.1045178691840863,normal
162,0.2431463997269931,0.951268530494478,0.0944032366824005,normal
163,0.139233306791036,0.9462541040692468,0.1058664868509777,normal
164,0.2019679217381411,0.9648061552747652,0.0795684423465947,normal
165,0.1946877488340348,0.9602361290750504,0.1301416048550236,normal
166,0.1612444545557956,0.9579146353596656,0.1382333108563722,normal
167,0.2904106472528718,0.9512419991377308,0.078894133513149,normal
168,0.1438971675577289,0.9488011143169834,0.0337154416722859,normal
169,0.2844386304174722,0.9566676615925448,0.1611598111935266,normal
170,0.0750199067227845,0.9422677677179718,0.1382333108563722,normal
171,0.2078261858719141,0.948821012834544,0.0519217801753203,normal
172,0.0935047207371178,0.9761416774450304,0.1517194875252865,normal
173,0.1769423273802752,0.977587636387756,0.0512474713418745,normal
174,0.2530997611193264,0.9619142373893146,0.0971004720161834,normal
175,0.0887839836196109,0.9503797300434452,0.0802427511800404,normal
176,0.2113525196223404,0.9370609889563228,0.0930546190155091,normal
177,0.1291661926970766,0.9568467482505888,0.1105866486850977,normal
178,0.1805824138323282,0.9435479056810268,0.1348617666891436,normal
179,0.2020816744397673,0.9566543959141712,0.136210384356035,normal
180,0.1081788192469566,0.9647066626869631,0.1375590020229265,normal
181,0.2495734273688996,0.9537160481544124,0.0984490896830748,normal
182,0.1557843248777155,0.9322853447418168,0.1389076196898179,normal
183,0.1754066659083153,0.947501077836368,0.0964261631827377,normal
184,0.1806392901831417,0.9346797996882564,0.1469993256911665,normal
185,0.2810829257194851,0.9416641793519716,0.122049898853675,normal
186,0.2400182004322602,0.950320034490764,0.1301416048550236,normal
187,0.2517347286998062,0.9755181905614698,0.0080917060013486,normal
188,0.1934364691161412,0.9387324644314,0.0667565745111261,normal
189,0.2040723467182341,0.937187012900872,0.0674308833445718,normal
190,0.0919690592651569,0.9508904586608298,0.0815913688469319,normal
191,0.1875782049823682,0.9765993433489206,0.0701281186783547,normal
192,0.2177226709134339,0.956866646768149,0.0559676331759946,normal
193,0.3190763280627915,0.9428713560839715,0.1719487525286581,normal
194,0.2240928222045268,0.955228335489006,0.1955495616992582,normal
195,0.3066204072346714,0.9453719364574004,0.1294672960215779,normal
196,0.2023660561938345,0.9374854906642788,0.1119352663519892,normal
197,0.2560573313616197,0.9635658143468312,0.1254214430209035,normal
198,0.0886133545671707,0.9244784930189368,0.1456507080242751,normal
199,0.2613468319872596,0.9451994826385436,0.1874578556979096,normal
200,0.2455920828119664,0.9287964713295528,0.1287929871881321,normal
201,0.2631668752132858,0.9322455477066958,0.0606877950101146,normal
202,0.1909339096803548,0.9562232613670284,0.0997977073499662,normal
203,0.1440677966101695,0.9398534142539716,0.1233985165205664,normal
204,0.0907746558980777,0.9581998474446988,0.1233985165205664,normal
205,0.2156751222841535,0.9690511723543264,0.131490222521915,normal
206,0.1887726083494483,0.9562232613670284,0.0370869858395145,normal
207,0.2137413263565011,0.9813152920107452,0.0944032366824005,normal
208,0.2015697872824478,0.9355155374257952,0.1038435603506406,normal
209,0.1450346945739959,0.960760123370809,0.0721510451786918,normal
210,0.0451598225457856,0.9734620104135576,0.0950775455158462,normal
211,0.2105562507109541,0.9402712831227408,0.0937289278489548,normal
212,0.1572062336480488,0.9703512088349416,0.1207012811867835,normal
213,0.2888749857809118,0.9553543594335556,0.1085637221847606,normal
214,0.2408144693436469,0.9520313070009616,0.0863115306810519,normal
215,0.10977135706973,0.9396212648824328,0.1645313553607552,normal
216,0.1817199408485952,0.9639836832156004,0.0694538098449089,normal
217,0.2274485269025139,0.93333996617252,0.1321645313553607,normal
218,0.1657945626208619,0.9623387390972704,0.1759946055293324,normal
219,0.1510067114093956,0.9459887905017744,0.074173971679029,normal
220,0.1865544306677278,0.931396544290784,0.1348617666891436,normal
221,0.2226709134341935,0.9307398932112892,0.1348617666891436,normal
222,0.2058355135934477,0.9417835704573344,0.1126095751854349,normal
223,0.1457740871345691,0.9670480549199088,0.0971004720161834,normal
224,0.2030485724035946,0.9593274301064568,0.0964261631827377,normal
225,0.1447503128199296,0.9433091234703012,0.1517194875252865,normal
226,0.1829712205664879,0.9561967300102808,0.0890087660148348,normal
227,0.3322147651006708,0.9594269226942592,0.1031692515171948,normal
228,0.360766693208963,0.9860511391901304,0.1132838840188806,normal
229,0.1806961665339548,0.947640367459291,0.0890087660148348,normal
230,0.2345580707541801,0.969104235067821,0.0768712070128118,normal
231,0.1756341713115685,0.928391868139157,0.1233985165205664,normal
232,0.1165396428165168,0.92746990349219,0.1173297370195549,normal
233,0.11727903537709,0.9513945544390277,0.1045178691840863,normal
234,0.2469571152314862,0.9374523264683448,0.1153068105192178,normal
235,0.2011716528267544,0.9509766855702586,0.1335131490222522,normal
236,0.1585712660675686,0.9446489569860376,0.1881321645313554,normal
237,0.1957683994994874,0.9413060060358835,0.1395819285232636,normal
238,0.3182800591514048,0.9552150698106324,0.078894133513149,normal
239,0.2378568991013536,0.9747885782509202,0.0944032366824005,normal
240,0.360766693208963,0.9564686764169404,0.1031692515171948,normal
241,0.2074849277670343,0.941372334427752,0.1611598111935266,normal
242,0.1668752132863153,0.9544191291082148,0.1078894133513149,normal
243,0.2709589352747126,0.9809106888203494,0.0822656776803776,normal
244,0.1592537822773287,0.9418963287235104,0.0559676331759946,normal
245,0.2560004550108061,0.9696215965243922,0.1503708698583951,normal
246,0.1878057103856214,0.9326766822538388,0.122049898853675,normal
247,0.079740643840291,0.9496235863761482,0.100472016183412,normal
248,0.1544761688090088,0.9467714655258184,0.1233985165205664,normal
249,0.2062905243999542,0.9663914038404138,0.1510451786918408,normal
250,0.2155044932317138,0.9531588896627204,0.0755225893459204,normal
251,0.1698327835286086,0.94849600371439,0.1416048550236008,normal
252,0.2296098282334204,0.9596789705833584,0.105192178017532,normal
253,0.284268001365032,0.937976320764103,0.1024949426837491,normal
254,0.2745421453759524,0.9630152886943256,0.0579905596763317,normal
255,0.1972471846206342,0.9558982522468742,0.148347943358058,normal
256,0.2544079171880331,0.9412794746791364,0.1031692515171948,normal
257,0.1727903537709019,0.941014161111664,0.0930546190155091,normal
258,0.2915481742691383,0.953662985440918,0.0944032366824005,normal
259,0.1871231941758613,0.9760620833747886,0.162508428860418,normal
260,0.2557160732567398,0.9536430869233576,0.1213755900202292,normal
261,0.1271755204186098,0.9657546512784796,0.1712744436952124,normal
262,0.3092367193720848,0.9433356548270488,0.0950775455158462,normal
263,0.1924126948015017,0.9717905349384806,0.0863115306810519,normal
264,0.2321123876692064,0.956263058402149,0.0991233985165205,normal
265,0.3156637470139913,0.9605943023911389,0.1510451786918408,normal
266,0.1097144807189165,0.9569860378735118,0.1523937963587323,normal
267,0.2718689568877255,0.9529267402911816,0.1341874578556979,normal
268,0.1678989876009553,0.9435678041985872,0.1604855023600809,normal
269,0.2334205437379131,0.9308659171558388,0.1503708698583951,normal
270,0.171311568649755,0.966742944317315,0.1112609575185435,normal
271,0.0977135706973033,0.9656352601731172,0.0991233985165205,normal
272,0.2443408030940732,0.9491261234371372,0.1146325016857721,normal
273,0.1675008531452624,0.9758365668424372,0.0937289278489548,normal
274,0.1601638038903421,0.9537160481544124,0.0802427511800404,normal
275,0.2403025821863265,0.9664643650714688,0.0869858395144976,normal
276,0.2504265726310994,0.9440520014592246,0.1024949426837491,normal
277,0.1871800705266744,0.9752462441548104,0.1328388401888064,normal
278,0.1585712660675686,0.9622525121878422,0.1706001348617667,normal
279,0.1799567739733816,0.9476072032633568,0.136210384356035,normal
280,0.2563417131156864,0.9511292408715551,0.1557653405259609,normal
281,0.1431577749971557,0.9531190926275994,0.1213755900202292,normal
282,0.0951541349107039,0.9380293834775976,0.1112609575185435,normal
283,0.1913320441360477,0.9355752329784764,0.1463250168577208,normal
284,0.2242065749061534,0.9569528736775776,0.0438300741739716,normal
285,0.1604481856444088,0.9381753059397075,0.1085637221847606,normal
286,0.2987714708224316,0.9538553377773356,0.1422791638570465,normal
287,0.1982709589352747,0.9615560640732266,0.0944032366824005,normal
288,0.2412126037993398,0.9511756707458628,0.1200269723533378,normal
289,0.2614037083380731,0.9552150698106324,0.1901550910316925,normal
290,0.1597656694346492,0.9718767618479092,0.0708024275118004,normal
291,0.1940621089750878,0.9539813617218852,0.1119352663519892,normal
292,0.1952565123421679,0.9721885052896893,0.0114632501685772,normal
293,0.1267205096121029,0.9497164461247638,0.0910316925151719,normal
294,0.1276305312251167,0.9493914370046096,0.1571139581928523,normal
295,0.2209077465589808,0.9650913673597984,0.1207012811867835,normal
296,0.0692185189398242,0.957762080058369,0.088334457181389,normal
297,0.2399044477306331,0.9528935760952476,0.0890087660148348,normal
298,0.2447958139005797,0.9343216263721688,0.1011463250168577,normal
299,0.156864975543169,0.9475806719066096,0.0701281186783547,normal
300,0.2098168581503805,0.24790236460717,0.1429534726904922,hydraulic_leak
301,0.2449664429530202,0.9298311942426956,0.1065407956844234,normal
302,0.301387782959845,0.9733160879514476,0.1119352663519892,normal
303,0.1734728699806615,0.9693363844393592,0.1571139581928523,normal
304,0.1953133886929814,0.963074984247007,0.126770060687795,normal
305,0.2355249687180065,0.965383212284018,0.0977747808496291,normal
306,0.1822887043567278,0.9642622624614464,0.0903573836817262,normal
307,0.094244113297691,0.975332471064239,0.0896830748482805,normal
308,0.1512342168126492,0.9609524757072264,0.143627781523938,normal
309,0.2230690478898873,0.9441315955294663,0.1153068105192178,normal
310,0.1757479240131947,0.9420687825423671,0.0842886041807147,normal
311,0.1613582072574222,0.9673664312008756,0.1038435603506406,normal
312,0.0877602093049705,0.945683679899181,0.1078894133513149,normal
313,0.2607780684791261,0.9704109043876232,0.0708024275118004,normal
314,0.2353543396655668,0.9443372135442576,0.052596089008766,normal
315,0.1399158230007962,0.9660133320067654,0.1544167228590694,normal
316,0.2680582413832324,0.9568467482505888,0.1348617666891436,normal
317,0.2142532135138206,0.9675455178589196,0.1429534726904922,normal
318,0.2510522124900465,0.949033263688522,0.126770060687795,normal
319,0.3011602775565918,0.943216263721686,0.0829399865138233,normal
320,0.120919121829143,0.966245481378304,0.0910316925151719,normal
321,0.1689796382664088,0.967280204291447,0.1564396493594066,normal
322,0.1653395518143554,0.9538221735814016,0.1355360755225893,normal
323,0.1712546922989419,0.9431632010081916,0.0869858395144976,normal
324,0.1502673188488223,0.959712134779292,0.122049898853675,normal
325,0.237686270048913,0.9580539249825888,0.0984490896830748,normal
326,0.2845523831190988,0.9743043809902828,0.1200269723533378,normal
327,0.1078375611420772,0.9641229728385234,0.1631827376938638,normal
328,0.2144238425662608,0.9561370344575996,0.1207012811867835,normal
329,0.3082698214082584,0.9631545783172486,0.0654079568442346,normal
330,0.1064725287225569,0.9546114814446324,0.1463250168577208,normal
331,0.2627118644067798,0.9762345371936458,0.1274443695212407,normal
332,0.1785348652030483,0.9753987994561072,0.0539447066756574,normal
333,0.2303492207939936,0.9590090538254898,0.1112609575185435,normal
334,0.1583437606643158,0.965383212284018,0.1180040458530006,normal
335,0.22636787623706,0.9472689284648296,0.1463250168577208,normal
336,0.275167785234899,0.9479786422578188,0.1112609575185435,normal
337,0.182061198953475,0.954167081219116,0.1665542818610924,normal
338,0.2333636673871,0.9416111166384772,0.1328388401888064,normal
339,0.1858719144579677,0.965668424369051,0.0701281186783547,normal
340,0.2881924695711517,0.9769641495041954,0.1024949426837491,normal
341,0.2260266181321806,0.9516001724538188,0.131490222521915,normal
342,0.143499033102036,0.9615693297516,0.1031692515171948,normal
343,0.2264247525878735,0.948635293337313,0.0971004720161834,normal
344,0.0930497099306109,0.9544920903392696,0.1416048550236008,normal
345,0.1115345239449436,0.941299373196697,0.1335131490222522,normal
346,0.1200091002161301,0.9632673365834246,0.1469993256911665,normal
347,0.1821180753042881,0.9439923059065434,0.0950775455158462,normal
348,0.1879763394380611,0.9602759261101717,0.0896830748482805,normal
349,0.2032192014560343,0.9189599708155078,0.1995954146999325,normal
350,0.2240928222045268,0.9547176068716214,0.1368846931894808,normal
351,0.2457627118644065,0.939760554505356,0.1213755900202292,normal
352,0.2181776817199407,0.9672735714522602,0.1105866486850977,normal
353,0.2591855306563531,0.9619606672636224,0.1139581928523263,normal
354,0.0912865430553973,0.952018041322588,0.078894133513149,normal
355,0.1586281424183822,0.94955725798428,0.1443020903573837,normal
356,0.1880332157888742,0.9570722647829402,0.1072151045178692,normal
357,0.1329200318507561,0.9365038304646304,0.1139581928523263,normal
358,0.1452621999772492,0.9903492189831856,0.1416048550236008,normal
359,0.0,0.948250588664478,0.1132838840188806,normal
360,0.1624957342736892,0.9417371405830266,0.1598111935266352,normal
361,0.2294391991809803,0.9368819022982788,0.1281186783546864,normal
362,0.095836651120464,0.9510297482837528,0.0876601483479433,normal
363,0.172335342964395,0.9833714721586576,0.1395819285232636,normal
364,0.2116937777272207,0.9509302556959508,0.1139581928523263,normal
365,0.1469116141508362,0.9549165920472258,0.1112609575185435,normal
366,0.1516892276191552,0.968414419792392,0.1631827376938638,normal
367,0.2450801956546469,0.9717839020992938,0.0991233985165205,normal
368,0.2169264020020471,0.9507578018770936,0.0654079568442346,normal
369,0.2612330792856325,0.9639505190196664,0.1193526635198921,normal
370,0.207143669662154,0.9424601200543894,0.1119352663519892,normal
371,0.2598680468661132,0.9553278280768084,0.088334457181389,normal
372,0.1271186440677967,0.9823035850495808,0.162508428860418,normal
373,0.1354225912865425,0.9506450436109176,0.0748482805124747,normal
374,0.1821180753042881,0.9390641063907408,0.0478759271746459,normal
375,0.2732908656580588,0.9656883228866118,0.200944032366824,normal
376,0.1414514844727561,0.9417504062614002,0.0667565745111261,normal
377,0.2354680923671934,0.9356614598879052,0.0876601483479433,normal
378,0.2670344670685929,0.9782575531456236,0.1490222521915037,normal
379,0.1512910931634623,0.9393493184757736,0.1476736345246123,normal
380,0.0991923558184506,0.961071866812589,0.1132838840188806,normal
381,0.3253896030030714,0.9359931018472458,0.0660822656776803,normal
382,0.1434421567512229,0.9608131860843034,0.0681051921780175,normal
383,0.2260834944829937,0.956190097171094,0.0957518543492919,normal
384,0.1846206347400749,0.947640367459291,0.1274443695212407,normal
385,0.1330337845523828,0.9732961894338872,0.1153068105192178,normal
386,0.2302923444431801,0.9416708121911584,0.1139581928523263,normal
387,0.1996359913547944,0.9645740059032272,0.0842886041807147,normal
388,0.197531566374701,0.9672735714522602,0.1456507080242751,normal
389,0.2684563758389262,0.9567538885019732,0.1139581928523263,normal
390,0.186838812421795,0.9636056113819522,0.109912339851652,normal
391,0.1478216357638491,0.9525751998142806,0.0971004720161834,normal
392,0.1354225912865425,0.95405432295294,0.0768712070128118,normal
393,0.2329086565805935,0.9756375816668325,0.1254214430209035,normal
394,0.1223979069502898,0.9595065167645008,0.1207012811867835,normal
395,0.211409395973154,0.9728716877259308,0.1443020903573837,normal
396,0.211523148674781,0.9492057175073793,0.1254214430209035,normal
397,0.1532817654419291,0.9485888634630052,0.0714767363452461,normal
398,0.2680582413832324,0.955128842901204,0.1105866486850977,normal
399,0.1384370378796497,0.9476735316552252,0.0822656776803776,normal
400,0.227505403253327,0.9638112293967434,0.1173297370195549,normal
401,0.1996359913547944,0.9650515703246776,0.1018206338503034,normal
402,0.1231941758616761,0.961542798394853,0.1038435603506406,normal
403,0.1438971675577289,0.9379564222465426,0.153068105192178,normal
404,0.1072687976339437,0.9523695817994892,0.0492245448415374,normal
405,0.2058923899442613,0.9622326136702816,0.122049898853675,normal
406,0.1189853259014896,0.9507379033595332,0.0559676331759946,normal
407,0.2050961210328741,0.9547507710675552,0.1227242076871207,normal
408,0.2043567284723004,0.9493980698437968,0.100472016183412,normal
409,0.1911045387327949,0.9220044440022552,0.1348617666891436,normal
410,0.1792173814128084,0.9610851324909628,0.1092380310182063,normal
411,0.2837561142077121,0.9823765462806352,0.1119352663519892,normal
412,0.1245023319303828,0.965708221404172,0.1193526635198921,normal
413,0.1517461039699688,0.954412496269028,0.1759946055293324,normal
414,0.224377203958594,0.9724936158922826,0.1557653405259609,normal
415,0.2815948128768055,0.9619407687460616,0.0991233985165205,normal
416,0.2416107382550332,0.9660730275594468,0.1092380310182063,normal
417,0.2299510863382998,0.9628096706795344,0.1146325016857721,normal
418,0.135365714935729,0.9406626206347628,0.0613621038435603,normal
419,0.278352860880446,0.96186117467582,0.1665542818610924,normal
420,0.1866113070185413,0.9526879580804564,0.0863115306810519,normal
421,0.2106700034125808,0.9611713594003914,0.0768712070128118,normal
422,0.149869184393129,0.962285676383776,0.0316925151719487,normal
423,0.2229552951882607,0.9447285510562796,0.0728253540121375,normal
424,0.1351382095324762,0.9518654860212914,0.1227242076871207,normal
425,0.1275736548743027,0.943149935329818,0.1510451786918408,normal
426,0.1805824138323282,0.937697741518257,0.0991233985165205,normal
427,0.199692867705608,0.9471495373594668,0.1328388401888064,normal
428,0.187293823228301,0.9500082910489837,0.0997977073499662,normal
429,0.1762598111705151,0.9666567174078864,0.0950775455158462,normal
430,0.174439767944488,0.9442377209564554,0.0397842211732973,normal
431,0.1421340006825158,0.9464530892448512,0.1119352663519892,normal
432,0.2611193265840059,0.9995555997744834,0.1078894133513149,normal
433,0.2486634057558867,0.9408549729711804,0.126770060687795,normal
434,0.12905243999545,0.928431665174278,0.1692515171948752,normal
435,0.2655556819474465,0.94443670613206,0.0512474713418745,normal
436,0.2243203276077805,0.9773886512121512,0.0863115306810519,normal
437,0.1733022409282218,0.9402845488011142,0.109912339851652,normal
438,0.1201797292685697,0.9544920903392696,0.1409305461901551,normal
439,0.2705608008190192,0.9571120618180612,0.0849629130141604,normal
440,0.1869525651234216,0.9636056113819522,0.1072151045178692,normal
