timestamp,engine_temp,hydraulic_pressure,vibration,defect_detected,engine_temp_roll,vibration_roll,hydraulic_pressure_roll,predicted_fault_risk,risk_transition,maintenance_recommendation
16,0.2561710840632458,0.9390044108380592,0.0734996628455832,normal,0.2121829143442153,0.1138233310856372,0.9581573972739033,no_immediate_risk,False,No immediate maintenance required
17,0.1582868843135023,0.9466587072596424,0.1355360755225893,normal,0.1989250369696276,0.1126770060687794,0.9564109707160152,no_immediate_risk,False,No immediate maintenance required
18,0.2427482652712997,0.9494113355221704,0.1247471341874578,normal,0.2056023205551128,0.1138907619689817,0.9564786256757204,no_immediate_risk,False,No immediate maintenance required
19,0.1894551245592075,0.9443703777401916,0.1058664868509777,normal,0.2151802980320777,0.1162508428860417,0.9565641893012304,no_immediate_risk,False,No immediate maintenance required
20,0.1915026731884879,0.9582728086757536,0.1193526635198921,normal,0.2142077124331698,0.110384356035064,0.9568785858786854,no_immediate_risk,False,No immediate maintenance required
21,0.198612217040154,0.9399330083242132,0.0424814565070802,normal,0.206256398589466,0.1015509103169251,0.95372732398103,no_immediate_risk,False,No immediate maintenance required
22,0.1398589466499826,0.9365038304646304,0.0667565745111261,normal,0.2009668979638261,0.1008091706001348,0.949362252512188,no_immediate_risk,False,No immediate maintenance required
23,0.1602775565919687,0.939515139455444,0.1301416048550236,normal,0.1995108633830048,0.1035738368172622,0.9482572215036644,no_immediate_risk,False,No immediate maintenance required
24,0.1767716983278351,0.9765263821178656,0.1402562373567094,normal,0.1917017404163344,0.1038435603506405,0.9501276821543462,no_immediate_risk,False,No immediate maintenance required
25,0.1423046297349559,0.9555732431267204,0.1463250168577208,normal,0.1855989079740639,0.108496291301416,0.948576924352469,no_immediate_risk,False,No immediate maintenance required
26,0.0801387782959843,0.9462673697476204,0.0283209710047201,normal,0.1679956773973377,0.1039784221173297,0.9493032202434252,no_immediate_risk,False,No immediate maintenance required
27,0.1755204186099419,0.9501475806719069,0.1200269723533378,normal,0.1697190308269817,0.1024275118004045,0.9496521075846516,no_immediate_risk,False,No immediate maintenance required
28,0.1598225457854623,0.9507113720027858,0.1200269723533378,normal,0.161426458878398,0.1019554956169925,0.9497821112327132,no_immediate_risk,False,No immediate maintenance required
29,0.0429416448640651,0.9750870560143272,0.1045178691840863,normal,0.1467751109088838,0.1018206338503034,0.9528537790601268,no_immediate_risk,False,No immediate maintenance required
30,0.1760891821180754,0.9481577289158624,0.1240728253540121,normal,0.1452337618018425,0.1022926500337154,0.9518422710841375,no_immediate_risk,False,No immediate maintenance required
31,0.2056080081901941,0.9718170662952276,0.1854349291975725,normal,0.1459333409168465,0.1165879973027646,0.9550306768812392,no_immediate_risk,False,No immediate maintenance required
32,0.2363212376293932,0.9438861804795544,0.0761968981793661,normal,0.1555795700147876,0.1175320296695886,0.9557689118827314,no_immediate_risk,False,No immediate maintenance required
33,0.1382095324763956,0.94685105959606,0.0944032366824005,normal,0.1533727676032303,0.1139581928523263,0.9565025038967933,no_immediate_risk,False,No immediate maintenance required
34,0.1925264475031278,0.956621231718237,0.0802427511800404,normal,0.1549482425207595,0.1079568442346594,0.95451198885683,no_immediate_risk,False,No immediate maintenance required
35,0.2418951200090999,0.9780320366132726,0.1065407956844234,normal,0.1649072915481739,0.1039784221173297,0.9567578682054856,no_immediate_risk,False,No immediate maintenance required
36,0.1550449323171423,0.9352568566975092,0.0890087660148348,normal,0.1723979069502897,0.1100472016183411,0.9556568169004744,no_immediate_risk,False,No immediate maintenance required
37,0.1386076669320894,0.9251749411335524,0.1072151045178692,normal,0.1687066317825045,0.1087660148347943,0.9531595529466388,no_immediate_risk,False,No immediate maintenance required
38,0.1845068820384483,0.9609458428680396,0.0667565745111261,normal,0.1711750654078031,0.1034389750505731,0.954183000033164,no_immediate_risk,False,No immediate maintenance required
39,0.1064725287225569,0.979511159751932,0.1112609575185435,normal,0.1775281537936522,0.1041132838840188,0.9546254104069248,no_immediate_risk,False,No immediate maintenance required
40,0.22210214992606,0.9535767585314894,0.0734996628455832,normal,0.1821294505744507,0.0990559676331759,0.9551673133684876,no_immediate_risk,False,No immediate maintenance required
41,0.1615857126606754,0.946002056180148,0.1227242076871207,normal,0.1777272210214989,0.0927848954821307,0.9525858123569794,no_immediate_risk,False,No immediate maintenance required
42,0.1644864065521551,0.9433820847013564,0.1078894133513149,normal,0.170543737913775,0.0959541469993256,0.9525354027791596,no_immediate_risk,False,No immediate maintenance required
43,0.1230804231600495,0.974901336517096,0.1301416048550236,normal,0.1690308269821404,0.0995279838165879,0.9553404304712632,no_immediate_risk,False,No immediate maintenance required
44,0.2556591969059263,0.9452591781912248,0.0957518543492919,normal,0.1753441019224203,0.1010788941335131,0.954204225118562,no_immediate_risk,False,No immediate maintenance required
45,0.2509953361392329,0.9425662454813784,0.1031692515171948,normal,0.1762541235354336,0.1007417397167902,0.9506576460053728,no_immediate_risk,False,No immediate maintenance required
46,0.2195995904902741,0.9621795509567872,0.1254214430209035,normal,0.1827095893527467,0.1043830074173971,0.9533499154313004,no_immediate_risk,False,No immediate maintenance required
47,0.2040723467182341,0.9302225317547176,0.1355360755225893,normal,0.1892560573313612,0.1072151045178691,0.953854674493417,no_immediate_risk,False,No immediate maintenance required
48,0.2009441474235012,0.9617683149272048,0.1517194875252865,normal,0.1908997838698665,0.1157113958192851,0.9539369216993336,no_immediate_risk,False,No immediate maintenance required
49,0.2405300875895797,0.9368553709415316,0.0829399865138233,normal,0.2043055397565688,0.1128792987188131,0.9496713428182936,no_immediate_risk,False,No immediate maintenance required
50,0.1576612444545557,0.93348588863463,0.205664194200944,normal,0.1978614492094184,0.1260957518543492,0.9476622558286076,no_immediate_risk,False,No immediate maintenance required
51,0.2587305198498462,0.9664113023579746,0.1105866486850977,normal,0.2075759299283354,0.1248819959541469,0.94970318044639,no_immediate_risk,False,No immediate maintenance required
52,0.0964622909794106,0.94878784863861,0.0782198246797033,normal,0.200773518371061,0.1219150370869857,0.9502437568401154,no_immediate_risk,False,No immediate maintenance required
53,0.2111818905699007,0.9584651610121712,0.0768712070128118,normal,0.2095836651120461,0.1165879973027646,0.9486001392896232,no_immediate_risk,False,No immediate maintenance required
54,0.2277329086565802,0.9864491095413396,0.1132838840188806,normal,0.2067910362871115,0.1183412002697234,0.9527191324246344,no_immediate_risk,False,No immediate maintenance required
55,0.3328972813104305,0.9336384439359268,0.1180040458530006,normal,0.2149812308042313,0.119824679703304,0.9518263522700892,no_immediate_risk,False,No immediate maintenance required
56,0.2173245364577409,0.9778065200809208,0.1031692515171948,normal,0.2147537254009779,0.1175994605529332,0.9533890491825028,no_immediate_risk,False,No immediate maintenance required
57,0.2325105221249002,0.9455377574370708,0.0478759271746459,normal,0.2175975429416445,0.1088334457181388,0.954920571750738,no_immediate_risk,False,No immediate maintenance required
58,0.2094187236946876,0.9614167744503036,0.131490222521915,normal,0.2184450005687632,0.1068105192178016,0.9548854177030478,no_immediate_risk,False,No immediate maintenance required
59,0.183653736776248,0.9391702318177296,0.1159811193526635,normal,0.21275736548743,0.1101146325016857,0.9551169037906676,no_immediate_risk,False,No immediate maintenance required
60,0.3018427937663519,0.935840546545949,0.1294672960215779,normal,0.2271755204186096,0.1024949426837491,0.9553523695817996,no_immediate_risk,False,No immediate maintenance required
61,0.2637925150722324,0.9318077803203662,0.1348617666891436,normal,0.2276817199408483,0.1049224544841536,0.9518920173780387,no_immediate_risk,False,No immediate maintenance required
62,0.2239221931520871,0.9725267800882168,0.1065407956844234,normal,0.2404277101581159,0.1077545515846257,0.9542659105229996,no_immediate_risk,False,No immediate maintenance required
63,0.1101126151746103,0.9416509136735978,0.0505731625084288,normal,0.2303207826185869,0.1051247471341874,0.952584485789142,no_immediate_risk,False,No immediate maintenance required
64,0.2765896940052323,0.9378967266938614,0.0869858395144976,normal,0.2352064611534521,0.1024949426837491,0.9477292475043944,no_immediate_risk,False,No immediate maintenance required
65,0.2744283926743258,0.957795244254303,0.1813890761968982,normal,0.2293595722898416,0.1088334457181388,0.950144927536232,no_immediate_risk,False,No immediate maintenance required
66,0.0288363098623594,0.9761483102842172,0.1031692515171948,normal,0.2105107496303035,0.1088334457181388,0.9499791065565616,no_immediate_risk,False,No immediate maintenance required
67,0.1409964736662492,0.9356548270487182,0.0546190155091031,normal,0.2013593447844384,0.1095077545515846,0.9489908135177264,no_immediate_risk,False,No immediate maintenance required
68,0.2561142077124327,0.9721420754153818,0.200944032366824,normal,0.2060288931862129,0.1164531355360754,0.950063343614234,no_immediate_risk,False,No immediate maintenance required
69,0.1550449323171423,0.971346134712964,0.1402562373567094,normal,0.2031680127403023,0.11888064733648,0.9532809339037576,no_immediate_risk,False,No immediate maintenance required
70,0.2887612330792852,0.968447583988326,0.1180040458530006,normal,0.2018598566715956,0.1177343223196223,0.9565416376479952,no_immediate_risk,False,No immediate maintenance required
71,0.1066431577749971,0.9659005737405896,0.1476736345246123,normal,0.1861449209418721,0.1190155091031692,0.9599509169900176,no_immediate_risk,False,No immediate maintenance required
72,0.2046979865771812,0.9734951746094916,0.0660822656776803,normal,0.1842225002843815,0.1149696561024949,0.960047756442145,no_immediate_risk,False,No immediate maintenance required
73,0.1465703560459559,0.9448612078400158,0.109912339851652,normal,0.1878682743715161,0.1209035738368172,0.9603687858587868,no_immediate_risk,False,No immediate maintenance required
74,0.2440564213400065,0.95014094783272,0.126770060687795,normal,0.1846149471049935,0.1248819959541469,0.9615932079726726,no_immediate_risk,False,No immediate maintenance required
75,0.1623819815720617,0.9668822339402384,0.0761968981793661,normal,0.1734103059947671,0.1143627781523937,0.9625019069412662,no_immediate_risk,False,No immediate maintenance required
76,0.1023205551131836,0.9730839385799092,0.1045178691840863,normal,0.1807587305198495,0.1144976399190829,0.9621954697708354,no_immediate_risk,False,No immediate maintenance required
77,0.2056648845410076,0.9641163399993368,0.0161834120026972,normal,0.1872255716073253,0.1106540795684423,0.9650416210658972,no_immediate_risk,False,No immediate maintenance required
78,0.2140825844613805,0.9489868338142142,0.1382333108563722,normal,0.1830224092822201,0.1043830074173971,0.9627260969057806,no_immediate_risk,False,No immediate maintenance required
79,0.2293254464793537,0.9479985407753788,0.1119352663519892,normal,0.1904504606984413,0.1015509103169251,0.960391337512022,no_immediate_risk,False,No immediate maintenance required
80,0.1806961665339548,0.9447152853779062,0.0721510451786918,normal,0.1796439540439082,0.0969656102494942,0.95801810765098,no_immediate_risk,False,No immediate maintenance required
81,0.1916164258901149,0.9350313401651577,0.1571139581928523,normal,0.18814128085542,0.0979096426163182,0.9549311842934368,no_immediate_risk,False,No immediate maintenance required
82,0.1903651461722213,0.9671541803468976,0.1375590020229265,normal,0.186707996814924,0.1050573162508428,0.9542970848671776,no_immediate_risk,False,No immediate maintenance required
83,0.1963940393584344,0.956442145060193,0.1456507080242751,normal,0.1916903651461719,0.1086311530681051,0.955455178589195,no_immediate_risk,False,No immediate maintenance required
84,0.23558184506882,0.9342155009451798,0.0957518543492919,normal,0.1908429075190532,0.1055293324342548,0.9538626339004412,no_immediate_risk,False,No immediate maintenance required
85,0.229723580935047,0.9540675886313136,0.1180040458530006,normal,0.1975770674553517,0.1097100472016183,0.9525811693695486,no_immediate_risk,False,No immediate maintenance required
86,0.2520191104538725,0.9450137631413128,0.1153068105192178,normal,0.2125469229894206,0.1107889413351314,0.9497741518256893,no_immediate_risk,False,No immediate maintenance required
87,0.1339438061653961,0.9664975292674028,0.0694538098449089,normal,0.2053748151518595,0.1161159811193526,0.9500122707524956,no_immediate_risk,False,No immediate maintenance required
88,0.1759185530656348,0.957543196365204,0.0795684423465947,normal,0.2015584120122849,0.1102494942683748,0.9508679070075946,no_immediate_risk,False,No immediate maintenance required
89,0.1782504834489819,0.9157297781315292,0.1200269723533378,normal,0.1964509157092477,0.1110586648685097,0.9476410307432096,no_immediate_risk,False,No immediate maintenance required
90,0.1103401205778635,0.9476801644944116,0.1139581928523263,normal,0.1894153111136386,0.1152393796358731,0.9479375186548602,no_immediate_risk,False,No immediate maintenance required
91,0.2492890456148333,0.9584452624946108,0.1247471341874578,normal,0.1951825730861104,0.1120026972353337,0.9502789108878056,no_immediate_risk,False,No immediate maintenance required
92,0.2327949038789665,0.9803866945245914,0.1126095751854349,normal,0.199425548856785,0.1095077545515845,0.9516021623055748,no_immediate_risk,False,No immediate maintenance required
93,0.311511773404618,0.9638642921102378,0.0971004720161834,normal,0.2109373222614033,0.1046527309507754,0.9523443770105796,no_immediate_risk,False,No immediate maintenance required
94,0.1213741326356498,0.9509634198918848,0.1618341200269723,normal,0.1995165510180863,0.1112609575185434,0.9540191689052498,no_immediate_risk,False,No immediate maintenance required
95,0.1913320441360477,0.9840015918814048,0.1092380310182063,normal,0.1956773973381864,0.110384356035064,0.9570125692302592,no_immediate_risk,False,No immediate maintenance required
96,0.1904220225230348,0.9526547938845222,0.1166554281861092,normal,0.1895176885451026,0.1105192178017531,0.95777667230458,no_immediate_risk,False,No immediate maintenance required
97,0.2642475258787393,0.9564288793818194,0.0903573836817262,normal,0.2025480605164369,0.1126095751854348,0.9567698073160216,no_immediate_risk,False,No immediate maintenance required
98,0.1408258446138091,0.94549796040195,0.179366149696561,normal,0.1990387896712543,0.1225893459204315,0.9555652837196964,no_immediate_risk,False,No immediate maintenance required
99,0.1688090092139682,0.9328358703943224,0.122049898853675,normal,0.198094642247753,0.1227916385704652,0.9572758929459756,no_immediate_risk,False,No immediate maintenance required
100,0.2057217608918207,0.9509302556959508,0.0809170600134861,normal,0.2076328062791487,0.1194875252865812,0.9576009020661296,no_immediate_risk,False,No immediate maintenance required
101,0.2260266181321806,0.9413060060358835,0.1153068105192178,normal,0.2053065635308834,0.1185434929197572,0.9558869764202568,no_immediate_risk,False,No immediate maintenance required
102,0.2434307814810594,0.9399396411634,0.122049898853675,normal,0.2063701512910927,0.1194875252865812,0.9518422710841374,no_immediate_risk,False,No immediate maintenance required
103,0.2272778978500738,0.9639107219845456,0.0458530006743088,normal,0.1979467637356383,0.1143627781523937,0.9518469140715684,no_immediate_risk,False,No immediate maintenance required
104,0.162211352519622,0.9284183994959044,0.1018206338503034,normal,0.2020304857240355,0.1083614295347269,0.9495924120319704,no_immediate_risk,False,No immediate maintenance required
105,0.2264816289386875,0.9541604483799292,0.0964261631827377,normal,0.2055454442042995,0.10708024275118,0.9466082976818226,no_immediate_risk,False,No immediate maintenance required
106,0.2653850528950059,0.9715053228534476,0.1193526635198921,normal,0.2130417472414966,0.1073499662845583,0.9484933505787152,no_immediate_risk,False,No immediate maintenance required
107,0.1732453645774088,0.9683348257221502,0.1294672960215779,normal,0.2039415311113635,0.1112609575185434,0.9496839452127483,no_immediate_risk,False,No immediate maintenance required
108,0.2411557274485263,0.9479056810267636,0.0660822656776803,normal,0.2139745193948353,0.0999325691166554,0.94992471727523,no_immediate_risk,False,No immediate maintenance required
109,0.2440564213400065,0.9731370012934036,0.1186783546864464,normal,0.2214992606074391,0.0995954146999325,0.9539548303651376,no_immediate_risk,False,No immediate maintenance required
110,0.0623364804914117,0.930554173714058,0.1368846931894808,normal,0.2071607325673982,0.105192178017532,0.9519172221669484,no_immediate_risk,False,No immediate maintenance required
111,0.262313729951086,0.952137432427951,0.0734996628455832,normal,0.2107894437492888,0.1010114632501685,0.9530003648061552,no_immediate_risk,False,No immediate maintenance required
112,0.2122625412353542,0.9530063343614236,0.136210384356035,normal,0.2076726197247183,0.1024275118004045,0.9543070341259576,no_immediate_risk,False,No immediate maintenance required
113,0.2641906495279262,0.964786256757205,0.0532703978422117,normal,0.2113638948925035,0.1031692515171948,0.9543945876032238,no_immediate_risk,False,No immediate maintenance required
114,0.2681151177340459,0.9502139090637748,0.1652056641942009,normal,0.2219542714139458,0.1095077545515846,0.9565741385600106,no_immediate_risk,False,No immediate maintenance required
115,0.1678989876009553,0.9390574735515538,0.0694538098449089,normal,0.2160960072801726,0.1068105192178017,0.9550638410771732,no_immediate_risk,False,No immediate maintenance required
116,0.3174269138892041,0.95676052134116,0.1119352663519892,normal,0.2213001933795924,0.1060687795010114,0.9535893609259444,no_immediate_risk,False,No immediate maintenance required
117,0.2589580252530994,0.955268132524127,0.1348617666891436,normal,0.2298714594471615,0.106608226567768,0.952282691606142,no_immediate_risk,False,No immediate maintenance required
118,0.1858150381071546,0.9499419626571152,0.1254214430209035,normal,0.2243373905130243,0.1125421443020903,0.9524863197691772,no_immediate_risk,False,No immediate maintenance required
119,0.2104993743601406,0.958193214605512,0.1139581928523263,normal,0.2209816858150378,0.1120701281186783,0.9509919411003882,no_immediate_risk,False,No immediate maintenance required
120,0.1992947332499142,0.939117169104235,0.0876601483479433,normal,0.234677511090888,0.1071476736345245,0.9518482406394057,no_immediate_risk,False,No immediate maintenance required
121,0.2088499601865541,0.9477862899214008,0.1274443695212407,normal,0.2293311341144348,0.1125421443020903,0.9514131263887508,no_immediate_risk,False,No immediate maintenance required
122,0.1812080536912748,0.943899446157928,0.0802427511800404,normal,0.2262256853600269,0.1069453809844908,0.9505024375684012,no_immediate_risk,False,No immediate maintenance required
123,0.2140825844613805,0.964142871356084,0.1712744436952124,normal,0.2212148788533723,0.1187457855697909,0.950438099028289,no_immediate_risk,False,No immediate maintenance required
124,0.146172221590263,0.9438132192484994,0.0242751180040458,normal,0.209020589238994,0.1046527309507754,0.9497980300467616,no_immediate_risk,False,No immediate maintenance required
125,0.185189398248208,0.9352170596623886,0.1598111935266352,normal,0.2107496303037193,0.113688469318948,0.9494139886578448,no_immediate_risk,False,No immediate maintenance required
126,0.2036173359117272,0.9380824461910922,0.1335131490222522,normal,0.1993686725059716,0.1158462575859743,0.9475461811428382,no_immediate_risk,False,No immediate maintenance required
127,0.1988397224434082,0.9590223195038636,0.122049898853675,normal,0.1933568422250025,0.1145650708024274,0.947921599840812,no_immediate_risk,False,No immediate maintenance required
128,0.284268001365032,0.9529599044871158,0.1395819285232636,normal,0.2032021385507902,0.1159811193526634,0.948223394023812,no_immediate_risk,False,No immediate maintenance required
129,0.1897395063132747,0.9547640367459288,0.0876601483479433,normal,0.2011261517461036,0.1133513149022252,0.9478804762378537,no_immediate_risk,False,No immediate maintenance required
130,0.2445683084973264,0.9761615759625908,0.062036412677006,normal,0.2056535092708448,0.1107889413351314,0.9515849169236892,no_immediate_risk,False,No immediate maintenance required
131,0.1619269707655557,0.9578881040029184,0.078894133513149,normal,0.200961210328745,0.1059339177343223,0.952595098331841,no_immediate_risk,False,No immediate maintenance required
132,0.2265385052895006,0.9517858919510496,0.0782198246797033,normal,0.2054942554885676,0.1057316250842885,0.953383742911153,no_immediate_risk,False,No immediate maintenance required
133,0.2445114321465133,0.956866646768149,0.1861092380310182,normal,0.2085371402570809,0.1072151045178691,0.9526561204523596,no_immediate_risk,False,No immediate maintenance required
134,0.2119212831304739,0.953351241999138,0.157788267026298,normal,0.215112046411102,0.1205664194200943,0.9536099227274236,no_immediate_risk,False,No immediate maintenance required
135,0.2704470481173922,0.9596590720657978,0.0964261631827377,normal,0.2236378113980204,0.1142279163857046,0.9560541239677643,no_immediate_risk,False,No immediate maintenance required
136,0.1405983392105563,0.952953271647929,0.0802427511800404,normal,0.2173359117279033,0.1089008766014834,0.957541206513448,no_immediate_risk,False,No immediate maintenance required
137,0.3051416221135246,0.9476138361025436,0.0512474713418745,normal,0.2279661016949149,0.1018206338503034,0.956400358173316,no_immediate_risk,False,No immediate maintenance required
138,0.192697076555568,0.9414519284979936,0.1260957518543493,normal,0.2188090092139685,0.1004720161834119,0.9552495605744038,no_immediate_risk,False,No immediate maintenance required
139,0.1015242862017973,0.9694093456704144,0.1800404585300067,normal,0.2099874872028208,0.1097100472016183,0.9567140914668524,no_immediate_risk,False,No immediate maintenance required
140,0.1494710499374356,0.9394289125460152,0.0944032366824005,normal,0.2004777613468317,0.1129467296021577,0.9530408251251948,no_immediate_risk,False,No immediate maintenance required
141,0.2679444886816058,0.956369183829138,0.0923803101820633,normal,0.2110795131384367,0.1142953472690491,0.9528889331078167,no_immediate_risk,False,No immediate maintenance required
142,0.2480377658969397,0.9508174974297748,0.0681051921780175,normal,0.2132294391991806,0.1132838840188806,0.9527920936556894,no_immediate_risk,False,No immediate maintenance required
143,0.2040723467182341,0.9598049945279076,0.1631827376938638,normal,0.2091855306563527,0.1109912339851651,0.9530859284316652,no_immediate_risk,False,No immediate maintenance required
144,0.2412694801501529,0.952137432427951,0.1038435603506406,normal,0.2121203503583206,0.1055967633175994,0.9529645474745464,no_immediate_risk,False,No immediate maintenance required
145,0.2218177681719937,0.9400722979471364,0.0633850303438975,normal,0.2072574223637808,0.1022926500337154,0.9510058700626806,no_immediate_risk,False,No immediate maintenance required
146,0.2356387214196331,0.9529466388087422,0.1247471341874578,normal,0.2167614605846885,0.1067430883344571,0.9510052067787618,no_immediate_risk,False,No immediate maintenance required
147,0.2326811511773399,0.9554870162172916,0.1382333108563722,normal,0.20951541349107,0.1154416722859069,0.9517925247902366,no_immediate_risk,False,No immediate maintenance required
148,0.1902513934705947,0.960998905581534,0.0552933243425488,normal,0.2092708451825726,0.1083614295347268,0.9537472224985905,no_immediate_risk,False,No immediate maintenance required
149,0.2270503924468201,0.9561171359400392,0.2002697235333783,normal,0.2218234558070749,0.110384356035064,0.952418001525553,no_immediate_risk,False,No immediate maintenance required
150,0.2150494824252069,0.9645673730640404,0.5772083614295348,normal,0.228381299055852,0.1586648685097774,0.9549318475773556,no_immediate_risk,False,No immediate maintenance required
151,0.2310886133545668,0.9597320332968526,0.1166554281861092,normal,0.2246957115231481,0.161092380310182,0.955268132524127,no_immediate_risk,False,No immediate maintenance required
152,0.1731884882265952,0.973660995589162,0.0761968981793661,normal,0.2172107837561137,0.1619015509103169,0.9575524823400656,no_immediate_risk,False,No immediate maintenance required
153,0.1502673188488223,0.9483766126090274,0.162508428860418,normal,0.2118302809691725,0.1618341200269723,0.9564096441481776,no_immediate_risk,False,No immediate maintenance required
154,0.1356500966897962,0.9486419261765,0.1173297370195549,normal,0.2012683426231369,0.1631827376938637,0.9560600935230326,no_immediate_risk,False,No immediate maintenance required
155,0.1421908770333293,0.9693363844393592,0.0923803101820633,normal,0.1933056535092704,0.1660822656776803,0.9589865021722548,no_immediate_risk,False,No immediate maintenance required
156,0.1514617222159024,0.9664444665539084,0.0458530006743088,normal,0.1848879535888973,0.1581928523263654,0.9603362849467716,no_immediate_risk,False,No immediate maintenance required
157,0.1369582527585029,0.9517858919510496,0.0734996628455832,normal,0.1753156637470136,0.1517194875252865,0.9599661725201474,no_immediate_risk,False,No immediate maintenance required
158,0.2879649641678985,0.9843199681623722,0.1402562373567094,normal,0.185087020816744,0.1602157788267026,0.962298278778231,no_immediate_risk,False,No immediate maintenance required
159,0.3057672619724716,0.966218950021557,0.1591368846931894,normal,0.1929587077693092,0.1561024949426837,0.9633084601863828,no_immediate_risk,False,No immediate maintenance required
160,0.1661358207257421,0.9762478028720194,0.1213755900202292,normal,0.1880673415993627,0.1105192178017531,0.9644765031671808,no_immediate_risk,False,No immediate maintenance required
161,0.2475827550904328,0.9452193811561038,0.1045178691840863,normal,0.1897167557729493,0.1093054619015508,0.963025237953106,no_immediate_risk,False,No immediate maintenance required
162,0.2431463997269931,0.951268530494478,0.0944032366824005,normal,0.1967125469229891,0.1111260957518543,0.9607859914436376,no_immediate_risk,False,No immediate maintenance required
163,0.139233306791036,0.9462541040692468,0.1058664868509777,normal,0.1956091457172105,0.1054619015509102,0.9605737405896594,no_immediate_risk,False,No immediate maintenance required
164,0.2019679217381411,0.9648061552747652,0.0795684423465947,normal,0.2022409282220449,0.1016857720836142,0.962190163499486,no_immediate_risk,False,No immediate maintenance required
165,0.1946877488340348,0.9602361290750504,0.1301416048550236,normal,0.2074906154021155,0.1054619015509102,0.9612801379630552,no_immediate_risk,False,No immediate maintenance required
166,0.1612444545557956,0.9579146353596656,0.1382333108563722,normal,0.2084688886361048,0.1146999325691166,0.9604271548436308,no_immediate_risk,False,No immediate maintenance required
167,0.2904106472528718,0.9512419991377308,0.078894133513149,normal,0.2238141280855417,0.1152393796358731,0.960372765562299,no_immediate_risk,False,No immediate maintenance required
168,0.1438971675577289,0.9488011143169834,0.0337154416722859,normal,0.2094073484245247,0.1045853000674308,0.95682088017776,no_immediate_risk,False,No immediate maintenance required
169,0.2844386304174722,0.9566676615925448,0.1611598111935266,normal,0.2072744852690248,0.1047875927174645,0.9558657513348588,no_immediate_risk,False,No immediate maintenance required
170,0.0750199067227845,0.9422677677179718,0.1382333108563722,normal,0.1981628938687291,0.1064733648010788,0.952467747819454,no_immediate_risk,False,No immediate maintenance required
171,0.2078261858719141,0.948821012834544,0.0519217801753203,normal,0.1941872369468772,0.1012137559002022,0.952827910987298,no_immediate_risk,False,No immediate maintenance required
172,0.0935047207371178,0.9761416774450304,0.1517194875252865,normal,0.1792230690478896,0.1069453809844908,0.9553152256823534,no_immediate_risk,False,No immediate maintenance required
173,0.1769423273802752,0.977587636387756,0.0512474713418745,normal,0.1829939711068136,0.1014834794335805,0.9584485789142044,no_immediate_risk,False,No immediate maintenance required
