timestamp,engine_temp,hydraulic_pressure,vibration,defect_detected,engine_temp_roll,vibration_roll,hydraulic_pressure_roll,predicted_fault_risk,risk_transition
23,0.1602775565919687,0.939515139455444,0.1301416048550236,normal,0.19951086338300486,0.10357383681726226,0.9482572215036645,no_immediate_risk,False
24,0.1767716983278351,0.9765263821178656,0.1402562373567094,normal,0.19170174041633445,0.10384356035064055,0.9501276821543462,no_immediate_risk,False
25,0.1423046297349559,0.9555732431267204,0.1463250168577208,normal,0.18559890797406395,0.10849629130141603,0.948576924352469,no_immediate_risk,False
26,0.0801387782959843,0.9462673697476204,0.0283209710047201,normal,0.16799567739733778,0.1039784221173297,0.9493032202434252,no_immediate_risk,False
27,0.1755204186099419,0.9501475806719069,0.1200269723533378,normal,0.16971903082698175,0.10242751180040457,0.9496521075846516,no_immediate_risk,False
28,0.1598225457854623,0.9507113720027858,0.1200269723533378,normal,0.16142645887839802,0.10195549561699255,0.9497821112327133,no_immediate_risk,False
29,0.0429416448640651,0.9750870560143272,0.1045178691840863,normal,0.1467751109088838,0.10182063385030342,0.9528537790601268,no_immediate_risk,False
30,0.1760891821180754,0.9481577289158624,0.1240728253540121,normal,0.14523376180184253,0.10229265003371542,0.9518422710841377,no_immediate_risk,False
31,0.2056080081901941,0.9718170662952276,0.1854349291975725,normal,0.14593334091684654,0.11658799730276466,0.9550306768812391,no_immediate_risk,False
32,0.2363212376293932,0.9438861804795544,0.0761968981793661,normal,0.1555795700147876,0.11753202966958867,0.9557689118827314,no_immediate_risk,False
33,0.1382095324763956,0.94685105959606,0.0944032366824005,normal,0.1533727676032303,0.11395819285232633,0.9565025038967931,no_immediate_risk,False
34,0.1925264475031278,0.956621231718237,0.0802427511800404,normal,0.15494824252075956,0.10795684423465945,0.9545119888568301,no_immediate_risk,False
35,0.2418951200090999,0.9780320366132726,0.1065407956844234,normal,0.16490729154817393,0.1039784221173297,0.9567578682054855,no_immediate_risk,False
36,0.1550449323171423,0.9352568566975092,0.0890087660148348,normal,0.17239790695028975,0.11004720161834118,0.9556568169004743,no_immediate_risk,False
37,0.1386076669320894,0.9251749411335524,0.1072151045178692,normal,0.1687066317825045,0.10876601483479431,0.9531595529466388,no_immediate_risk,False
38,0.1845068820384483,0.9609458428680396,0.0667565745111261,normal,0.1711750654078031,0.10343897505057313,0.9541830000331641,no_immediate_risk,False
39,0.1064725287225569,0.979511159751932,0.1112609575185435,normal,0.17752815379365228,0.10411328388401886,0.9546254104069247,no_immediate_risk,False
40,0.22210214992606,0.9535767585314894,0.0734996628455832,normal,0.18212945057445076,0.09905596763317596,0.9551673133684876,no_immediate_risk,False
41,0.1615857126606754,0.946002056180148,0.1227242076871207,normal,0.1777272210214989,0.09278489548213079,0.9525858123569794,no_immediate_risk,False
42,0.1644864065521551,0.9433820847013564,0.1078894133513149,normal,0.17054373791377508,0.09595414699932567,0.9525354027791597,no_immediate_risk,False
43,0.1230804231600495,0.974901336517096,0.1301416048550236,normal,0.16903082698214048,0.09952798381658798,0.9553404304712633,no_immediate_risk,False
44,0.2556591969059263,0.9452591781912248,0.0957518543492919,normal,0.1753441019224203,0.10107889413351315,0.9542042251185621,no_immediate_risk,False
45,0.2509953361392329,0.9425662454813784,0.1031692515171948,normal,0.17625412353543363,0.10074173971679028,0.9506576460053727,no_immediate_risk,False
46,0.2195995904902741,0.9621795509567872,0.1254214430209035,normal,0.18270958935274678,0.10438300741739712,0.9533499154313004,no_immediate_risk,False
47,0.2040723467182341,0.9302225317547176,0.1355360755225893,normal,0.18925605733136125,0.10721510451786916,0.953854674493417,no_immediate_risk,False
48,0.2009441474235012,0.9617683149272048,0.1517194875252865,normal,0.19089978386986656,0.11571139581928518,0.9539369216993336,no_immediate_risk,False
49,0.2405300875895797,0.9368553709415316,0.0829399865138233,normal,0.20430553975656882,0.11287929871881315,0.9496713428182935,no_immediate_risk,False
50,0.1576612444545557,0.93348588863463,0.205664194200944,normal,0.19786144920941842,0.12609575185434924,0.9476622558286076,no_immediate_risk,False
51,0.2587305198498462,0.9664113023579746,0.1105866486850977,normal,0.20757592992833546,0.12488199595414695,0.9497031804463901,no_immediate_risk,False
52,0.0964622909794106,0.94878784863861,0.0782198246797033,normal,0.200773518371061,0.12191503708698578,0.9502437568401154,no_immediate_risk,False
53,0.2111818905699007,0.9584651610121712,0.0768712070128118,normal,0.20958366511204612,0.11658799730276462,0.9486001392896231,no_immediate_risk,False
54,0.2277329086565802,0.9864491095413396,0.1132838840188806,normal,0.20679103628711154,0.11834120026972347,0.9527191324246344,no_immediate_risk,False
55,0.3328972813104305,0.9336384439359268,0.1180040458530006,normal,0.2149812308042313,0.11982467970330409,0.9518263522700892,no_immediate_risk,False
56,0.2173245364577409,0.9778065200809208,0.1031692515171948,normal,0.21475372540097798,0.1175994605529332,0.9533890491825027,no_immediate_risk,False
57,0.2325105221249002,0.9455377574370708,0.0478759271746459,normal,0.21759754294164457,0.10883344571813884,0.9549205717507381,no_immediate_risk,False
58,0.2094187236946876,0.9614167744503036,0.131490222521915,normal,0.2184450005687632,0.10681051921780169,0.9548854177030478,no_immediate_risk,False
59,0.183653736776248,0.9391702318177296,0.1159811193526635,normal,0.21275736548743004,0.11011463250168571,0.9551169037906677,no_immediate_risk,False
60,0.3018427937663519,0.935840546545949,0.1294672960215779,normal,0.22717552041860967,0.1024949426837491,0.9553523695817996,no_immediate_risk,False
61,0.2637925150722324,0.9318077803203662,0.1348617666891436,normal,0.2276817199408483,0.10492245448415369,0.9518920173780387,no_immediate_risk,False
62,0.2239221931520871,0.9725267800882168,0.1065407956844234,normal,0.24042771015811595,0.1077545515846257,0.9542659105229996,no_immediate_risk,False
63,0.1101126151746103,0.9416509136735978,0.0505731625084288,normal,0.2303207826185869,0.1051247471341874,0.9525844857891419,no_immediate_risk,False
64,0.2765896940052323,0.9378967266938614,0.0869858395144976,normal,0.23520646115345212,0.1024949426837491,0.9477292475043944,no_immediate_risk,False
65,0.2744283926743258,0.957795244254303,0.1813890761968982,normal,0.22935957228984166,0.10883344571813887,0.9501449275362319,no_immediate_risk,False
66,0.0288363098623594,0.9761483102842172,0.1031692515171948,normal,0.2105107496303035,0.10883344571813887,0.9499791065565615,no_immediate_risk,False
67,0.1409964736662492,0.9356548270487182,0.0546190155091031,normal,0.2013593447844384,0.1095077545515846,0.9489908135177263,no_immediate_risk,False
68,0.2561142077124327,0.9721420754153818,0.200944032366824,normal,0.20602889318621292,0.11645313553607547,0.9500633436142341,no_immediate_risk,False
69,0.1550449323171423,0.971346134712964,0.1402562373567094,normal,0.20316801274030233,0.11888064733648007,0.9532809339037576,no_immediate_risk,False
70,0.2887612330792852,0.968447583988326,0.1180040458530006,normal,0.20185985667159567,0.11773432231962236,0.9565416376479952,no_immediate_risk,False
71,0.1066431577749971,0.9659005737405896,0.1476736345246123,normal,0.18614492094187213,0.11901550910316923,0.9599509169900177,no_immediate_risk,False
72,0.2046979865771812,0.9734951746094916,0.0660822656776803,normal,0.18422250028438153,0.11496965610249492,0.960047756442145,no_immediate_risk,False
73,0.1465703560459559,0.9448612078400158,0.109912339851652,normal,0.18786827437151613,0.12090357383681723,0.9603687858587868,no_immediate_risk,False
74,0.2440564213400065,0.95014094783272,0.126770060687795,normal,0.18461494710499354,0.12488199595414698,0.9615932079726726,no_immediate_risk,False
75,0.1623819815720617,0.9668822339402384,0.0761968981793661,normal,0.17341030599476712,0.11436277815239378,0.9625019069412662,no_immediate_risk,False
76,0.1023205551131836,0.9730839385799092,0.1045178691840863,normal,0.18075873051984953,0.1144976399190829,0.9621954697708354,no_immediate_risk,False
77,0.2056648845410076,0.9641163399993368,0.0161834120026972,normal,0.18722557160732536,0.11065407956844231,0.9650416210658973,no_immediate_risk,False
78,0.2140825844613805,0.9489868338142142,0.1382333108563722,normal,0.18302240928222013,0.10438300741739714,0.9627260969057806,no_immediate_risk,False
79,0.2293254464793537,0.9479985407753788,0.1119352663519892,normal,0.19045046069844132,0.10155091031692512,0.960391337512022,no_immediate_risk,False
80,0.1806961665339548,0.9447152853779062,0.0721510451786918,normal,0.17964395404390826,0.09696561024949424,0.95801810765098,no_immediate_risk,False
81,0.1916164258901149,0.9350313401651577,0.1571139581928523,normal,0.18814128085542003,0.09790964261631822,0.9549311842934369,no_immediate_risk,False
82,0.1903651461722213,0.9671541803468976,0.1375590020229265,normal,0.18670799681492406,0.10505731625084284,0.9542970848671775,no_immediate_risk,False
83,0.1963940393584344,0.956442145060193,0.1456507080242751,normal,0.1916903651461719,0.10863115306810518,0.955455178589195,no_immediate_risk,False
84,0.23558184506882,0.9342155009451798,0.0957518543492919,normal,0.19084290751905325,0.10552933243425486,0.9538626339004412,no_immediate_risk,False
85,0.229723580935047,0.9540675886313136,0.1180040458530006,normal,0.19757706745535178,0.10971004720161832,0.9525811693695486,no_immediate_risk,False
86,0.2520191104538725,0.9450137631413128,0.1153068105192178,normal,0.21254692298942066,0.11078894133513147,0.9497741518256891,no_immediate_risk,False
87,0.1339438061653961,0.9664975292674028,0.0694538098449089,normal,0.2053748151518595,0.11611598111935265,0.9500122707524957,no_immediate_risk,False
88,0.1759185530656348,0.957543196365204,0.0795684423465947,normal,0.20155841201228494,0.11024949426837487,0.9508679070075946,no_immediate_risk,False
89,0.1782504834489819,0.9157297781315292,0.1200269723533378,normal,0.19645091570924775,0.11105866486850972,0.9476410307432097,no_immediate_risk,False
90,0.1103401205778635,0.9476801644944116,0.1139581928523263,normal,0.18941531111363866,0.11523937963587319,0.9479375186548602,no_immediate_risk,False
91,0.2492890456148333,0.9584452624946108,0.1247471341874578,normal,0.19518257308611048,0.11200269723533374,0.9502789108878055,no_immediate_risk,False
92,0.2327949038789665,0.9803866945245914,0.1126095751854349,normal,0.199425548856785,0.10950775455158457,0.9516021623055749,no_immediate_risk,False
93,0.311511773404618,0.9638642921102378,0.0971004720161834,normal,0.21093732226140335,0.1046527309507754,0.9523443770105795,no_immediate_risk,False
94,0.1213741326356498,0.9509634198918848,0.1618341200269723,normal,0.19951655101808635,0.11126095751854345,0.9540191689052498,no_immediate_risk,False
95,0.1913320441360477,0.9840015918814048,0.1092380310182063,normal,0.1956773973381864,0.11038435603506402,0.9570125692302591,no_immediate_risk,False
96,0.1904220225230348,0.9526547938845222,0.1166554281861092,normal,0.18951768854510265,0.11051921780175315,0.95777667230458,no_immediate_risk,False
97,0.2642475258787393,0.9564288793818194,0.0903573836817262,normal,0.20254806051643698,0.11260957518543488,0.9567698073160216,no_immediate_risk,False
98,0.1408258446138091,0.94549796040195,0.179366149696561,normal,0.19903878967125438,0.12258934592043154,0.9555652837196963,no_immediate_risk,False
99,0.1688090092139682,0.9328358703943224,0.122049898853675,normal,0.19809464224775303,0.12279163857046524,0.9572758929459756,no_immediate_risk,False
100,0.2057217608918207,0.9509302556959508,0.0809170600134861,normal,0.20763280627914873,0.11948752528658121,0.9576009020661296,no_immediate_risk,False
101,0.2260266181321806,0.9413060060358835,0.1153068105192178,normal,0.20530656353088345,0.11854349291975723,0.9558869764202568,no_immediate_risk,False
102,0.2434307814810594,0.9399396411634,0.122049898853675,normal,0.20637015129109276,0.11948752528658121,0.9518422710841374,no_immediate_risk,False
103,0.2272778978500738,0.9639107219845456,0.0458530006743088,normal,0.19794676373563833,0.11436277815239378,0.9518469140715684,no_immediate_risk,False
104,0.162211352519622,0.9284183994959044,0.1018206338503034,normal,0.20203048572403554,0.1083614295347269,0.9495924120319703,no_immediate_risk,False
105,0.2264816289386875,0.9541604483799292,0.0964261631827377,normal,0.20554544420429952,0.10708024275118003,0.9466082976818226,no_immediate_risk,False
106,0.2653850528950059,0.9715053228534476,0.1193526635198921,normal,0.21304174724149663,0.10734996628455831,0.9484933505787152,no_immediate_risk,False
107,0.1732453645774088,0.9683348257221502,0.1294672960215779,normal,0.20394153111136357,0.11126095751854348,0.9496839452127483,no_immediate_risk,False
108,0.2411557274485263,0.9479056810267636,0.0660822656776803,normal,0.2139745193948353,0.0999325691166554,0.9499247172752299,no_immediate_risk,False
109,0.2440564213400065,0.9731370012934036,0.1186783546864464,normal,0.22149926060743916,0.09959541469993255,0.9539548303651377,no_immediate_risk,False
110,0.0623364804914117,0.930554173714058,0.1368846931894808,normal,0.20716073256739825,0.105192178017532,0.9519172221669485,no_immediate_risk,False
111,0.262313729951086,0.952137432427951,0.0734996628455832,normal,0.21078944374928882,0.10101146325016856,0.9530003648061551,no_immediate_risk,False
112,0.2122625412353542,0.9530063343614236,0.136210384356035,normal,0.2076726197247183,0.10242751180040455,0.9543070341259577,no_immediate_risk,False
113,0.2641906495279262,0.964786256757205,0.0532703978422117,normal,0.21136389489250354,0.10316925151719485,0.9543945876032238,no_immediate_risk,False
114,0.2681151177340459,0.9502139090637748,0.1652056641942009,normal,0.22195427141394589,0.10950775455158461,0.9565741385600106,no_immediate_risk,False
115,0.1678989876009553,0.9390574735515538,0.0694538098449089,normal,0.21609600728017267,0.10681051921780171,0.9550638410771732,no_immediate_risk,False
116,0.3174269138892041,0.95676052134116,0.1119352663519892,normal,0.22130019337959247,0.10606877950101143,0.9535893609259445,no_immediate_risk,False
117,0.2589580252530994,0.955268132524127,0.1348617666891436,normal,0.22987145944716153,0.106608226567768,0.9522826916061421,no_immediate_risk,False
118,0.1858150381071546,0.9499419626571152,0.1254214430209035,normal,0.22433739051302437,0.11254214430209034,0.9524863197691772,no_immediate_risk,False
119,0.2104993743601406,0.958193214605512,0.1139581928523263,normal,0.2209816858150378,0.1120701281186783,0.9509919411003882,no_immediate_risk,False
120,0.1992947332499142,0.939117169104235,0.0876601483479433,normal,0.23467751109088802,0.10714767363452456,0.9518482406394057,no_immediate_risk,False
121,0.2088499601865541,0.9477862899214008,0.1274443695212407,normal,0.22933113411443484,0.11254214430209031,0.9514131263887509,no_immediate_risk,False
122,0.1812080536912748,0.943899446157928,0.0802427511800404,normal,0.2262256853600269,0.10694538098449087,0.9505024375684012,no_immediate_risk,False
123,0.2140825844613805,0.964142871356084,0.1712744436952124,normal,0.22121487885337238,0.11874578556979092,0.950438099028289,no_immediate_risk,False
124,0.146172221590263,0.9438132192484994,0.0242751180040458,normal,0.20902058923899408,0.10465273095077543,0.9497980300467616,no_immediate_risk,False
125,0.185189398248208,0.9352170596623886,0.1598111935266352,normal,0.21074963030371935,0.11368846931894805,0.9494139886578449,no_immediate_risk,False
126,0.2036173359117272,0.9380824461910922,0.1335131490222522,normal,0.19936867250597162,0.11584625758597433,0.9475461811428382,no_immediate_risk,False
127,0.1988397224434082,0.9590223195038636,0.122049898853675,normal,0.19335684222500255,0.11456507080242748,0.9479215998408119,no_immediate_risk,False
128,0.284268001365032,0.9529599044871158,0.1395819285232636,normal,0.20320213855079028,0.11598111935266349,0.9482233940238121,no_immediate_risk,False
129,0.1897395063132747,0.9547640367459288,0.0876601483479433,normal,0.20112615174610368,0.1133513149022252,0.9478804762378535,no_immediate_risk,False
130,0.2445683084973264,0.9761615759625908,0.062036412677006,normal,0.20565350927084486,0.11078894133513147,0.9515849169236892,no_immediate_risk,False
131,0.1619269707655557,0.9578881040029184,0.078894133513149,normal,0.20096121032874503,0.1059339177343223,0.952595098331841,no_immediate_risk,False
132,0.2265385052895006,0.9517858919510496,0.0782198246797033,normal,0.20549425548856762,0.10573162508428857,0.953383742911153,no_immediate_risk,False
133,0.2445114321465133,0.956866646768149,0.1861092380310182,normal,0.2085371402570809,0.10721510451786917,0.9526561204523596,no_immediate_risk,False
134,0.2119212831304739,0.953351241999138,0.157788267026298,normal,0.215112046411102,0.12056641942009438,0.9536099227274235,no_immediate_risk,False
135,0.2704470481173922,0.9596590720657978,0.0964261631827377,normal,0.22363781139802041,0.11422791638570465,0.9560541239677643,no_immediate_risk,False
136,0.1405983392105563,0.952953271647929,0.0802427511800404,normal,0.2173359117279033,0.10890087660148344,0.9575412065134481,no_immediate_risk,False
137,0.3051416221135246,0.9476138361025436,0.0512474713418745,normal,0.22796610169491496,0.1018206338503034,0.956400358173316,no_immediate_risk,False
138,0.192697076555568,0.9414519284979936,0.1260957518543493,normal,0.21880900921396856,0.10047201618341198,0.9552495605744038,no_immediate_risk,False
139,0.1015242862017973,0.9694093456704144,0.1800404585300067,normal,0.20998748720282082,0.10971004720161832,0.9567140914668524,no_immediate_risk,False
140,0.1494710499374356,0.9394289125460152,0.0944032366824005,normal,0.20047776134683173,0.11294672960215775,0.9530408251251948,no_immediate_risk,False
141,0.2679444886816058,0.956369183829138,0.0923803101820633,normal,0.21107951313843673,0.11429534726904918,0.9528889331078167,no_immediate_risk,False
142,0.2480377658969397,0.9508174974297748,0.0681051921780175,normal,0.21322943919918064,0.1132838840188806,0.9527920936556894,no_immediate_risk,False
143,0.2040723467182341,0.9598049945279076,0.1631827376938638,normal,0.20918553065635276,0.11099123398516517,0.9530859284316653,no_immediate_risk,False
144,0.2412694801501529,0.952137432427951,0.1038435603506406,normal,0.21212035035832066,0.10559676331759942,0.9529645474745465,no_immediate_risk,False
145,0.2218177681719937,0.9400722979471364,0.0633850303438975,normal,0.2072574223637808,0.10229265003371542,0.9510058700626806,no_immediate_risk,False
146,0.2356387214196331,0.9529466388087422,0.1247471341874578,normal,0.2167614605846885,0.10674308833445714,0.9510052067787618,no_immediate_risk,False
147,0.2326811511773399,0.9554870162172916,0.1382333108563722,normal,0.20951541349107003,0.11544167228590692,0.9517925247902366,no_immediate_risk,False
148,0.1902513934705947,0.960998905581534,0.0552933243425488,normal,0.20927084518257266,0.10836142953472687,0.9537472224985905,no_immediate_risk,False
149,0.2270503924468201,0.9561171359400392,0.2002697235333783,normal,0.22182345580707494,0.11038435603506402,0.952418001525553,no_immediate_risk,False
150,0.2150494824252069,0.9645673730640404,0.5772083614295348,normal,0.22838129905585208,0.15866486850977746,0.9549318475773555,no_immediate_risk,False
151,0.2310886133545668,0.9597320332968526,0.1166554281861092,normal,0.22469571152314818,0.16109238031018205,0.955268132524127,no_immediate_risk,False
152,0.1731884882265952,0.973660995589162,0.0761968981793661,normal,0.21721078375611375,0.16190155091031694,0.9575524823400656,no_immediate_risk,False
153,0.1502673188488223,0.9483766126090274,0.162508428860418,normal,0.21183028096917256,0.16183412002697234,0.9564096441481776,no_immediate_risk,False
154,0.1356500966897962,0.9486419261765,0.1173297370195549,normal,0.2012683426231369,0.16318273769386377,0.9560600935230326,no_immediate_risk,False
155,0.1421908770333293,0.9693363844393592,0.0923803101820633,normal,0.19330565350927045,0.16608226567768034,0.9589865021722549,no_immediate_risk,False
156,0.1514617222159024,0.9664444665539084,0.0458530006743088,normal,0.18488795358889737,0.15819285232636543,0.9603362849467715,no_immediate_risk,False
157,0.1369582527585029,0.9517858919510496,0.0734996628455832,normal,0.17531566374701368,0.15171948752528655,0.9599661725201474,no_immediate_risk,False
158,0.2879649641678985,0.9843199681623722,0.1402562373567094,normal,0.18508702081674405,0.1602157788267026,0.962298278778231,no_immediate_risk,False
159,0.3057672619724716,0.966218950021557,0.1591368846931894,normal,0.1929587077693092,0.15610249494268372,0.9633084601863828,no_immediate_risk,False
160,0.1661358207257421,0.9762478028720194,0.1213755900202292,normal,0.18806734159936273,0.11051921780175315,0.9644765031671808,no_immediate_risk,False
161,0.2475827550904328,0.9452193811561038,0.1045178691840863,normal,0.18971675577294933,0.10930546190155085,0.9630252379531059,no_immediate_risk,False
162,0.2431463997269931,0.951268530494478,0.0944032366824005,normal,0.19671254692298912,0.11112609575185431,0.9607859914436375,no_immediate_risk,False
163,0.139233306791036,0.9462541040692468,0.1058664868509777,normal,0.1956091457172105,0.10546190155091026,0.9605737405896594,no_immediate_risk,False
164,0.2019679217381411,0.9648061552747652,0.0795684423465947,normal,0.20224092822204498,0.10168577208361425,0.9621901634994859,no_immediate_risk,False
165,0.1946877488340348,0.9602361290750504,0.1301416048550236,normal,0.20749061540211552,0.10546190155091029,0.9612801379630552,no_immediate_risk,False
166,0.1612444545557956,0.9579146353596656,0.1382333108563722,normal,0.20846888863610485,0.11469993256911662,0.9604271548436308,no_immediate_risk,False
167,0.2904106472528718,0.9512419991377308,0.078894133513149,normal,0.22381412808554174,0.11523937963587319,0.960372765562299,no_immediate_risk,False
168,0.1438971675577289,0.9488011143169834,0.0337154416722859,normal,0.20940734842452477,0.10458530006743086,0.9568208801777601,no_immediate_risk,False
169,0.2844386304174722,0.9566676615925448,0.1611598111935266,normal,0.20727448526902484,0.10478759271746456,0.9558657513348588,no_immediate_risk,False
170,0.0750199067227845,0.9422677677179718,0.1382333108563722,normal,0.1981628938687291,0.10647336480107887,0.9524677478194541,no_immediate_risk,False
171,0.2078261858719141,0.948821012834544,0.0519217801753203,normal,0.1941872369468772,0.10121375590020228,0.9528279109872981,no_immediate_risk,False
172,0.0935047207371178,0.9761416774450304,0.1517194875252865,normal,0.17922306904788968,0.10694538098449087,0.9553152256823534,no_immediate_risk,False
173,0.1769423273802752,0.977587636387756,0.0512474713418745,normal,0.1829939711068136,0.10148347943358053,0.9584485789142043,no_immediate_risk,False
174,0.2530997611193264,0.9619142373893146,0.0971004720161834,normal,0.18810715504493214,0.10323668240053943,0.9581593871256592,no_immediate_risk,False
175,0.0887839836196109,0.9503797300434452,0.0802427511800404,normal,0.17751677852348974,0.0982467970330411,0.9571737472224987,no_immediate_risk,False
176,0.2113525196223404,0.9370609889563228,0.0930546190155091,normal,0.1825275850301442,0.09372892784895479,0.9550883825821643,no_immediate_risk,False
177,0.1291661926970766,0.9568467482505888,0.1105866486850977,normal,0.1664031395745647,0.09689817936614967,0.9556488574934502,no_immediate_risk,False
178,0.1805824138323282,0.9435479056810268,0.1348617666891436,normal,0.17007166420202463,0.10701281186783543,0.9551235366298545,no_immediate_risk,False
179,0.2020816744397673,0.9566543959141712,0.136210384356035,normal,0.16183596860425414,0.10451786918408627,0.9551222100620173,no_immediate_risk,False
180,0.1081788192469566,0.9647066626869631,0.1375590020229265,normal,0.16515185985667133,0.1044504383007417,0.9573660995589164,no_immediate_risk,False
181,0.2495734273688996,0.9537160481544124,0.0984490896830748,normal,0.1693265840063699,0.10910316925151715,0.9578556030909031,no_immediate_risk,False
182,0.1557843248777155,0.9322853447418168,0.1389076196898179,normal,0.17555454442042967,0.10782198246797028,0.9534699698205819,no_immediate_risk,False
183,0.1754066659083153,0.947501077836368,0.0964261631827377,normal,0.1754009782732337,0.1123398516520566,0.950461313965443,no_immediate_risk,False
184,0.1806392901831417,0.9346797996882564,0.1469993256911665,normal,0.16815493117961522,0.11732973701955492,0.9477378701953372,no_immediate_risk,False
185,0.2810829257194851,0.9416641793519716,0.122049898853675,normal,0.1873848253896026,0.12151045178691837,0.9468663151261897,no_immediate_risk,False
186,0.2400182004322602,0.950320034490764,0.1301416048550236,normal,0.19025139347059458,0.12521915037086984,0.948192219679634,no_immediate_risk,False
187,0.2517347286998062,0.9755181905614698,0.0080917060013486,normal,0.2025082470708676,0.11496965610249492,0.9500593639107221,no_immediate_risk,False
188,0.1934364691161412,0.9387324644314,0.0667565745111261,normal,0.2037936525992489,0.10815913688469317,0.9495778197857593,no_immediate_risk,False
189,0.2040723467182341,0.937187012900872,0.0674308833445718,normal,0.20399271982709558,0.10128118678354685,0.9476310814844293,no_immediate_risk,False
190,0.0919690592651569,0.9508904586608298,0.0815913688469319,normal,0.20237174382891557,0.09568442346594738,0.946249461081816,no_immediate_risk,False
191,0.1875782049823682,0.9765993433489206,0.0701281186783547,normal,0.19617222159026243,0.09285232636547537,0.9485377906012669,no_immediate_risk,False
192,0.2177226709134339,0.956866646768149,0.0559676331759946,normal,0.20236605619383424,0.08455832771409304,0.9509959208039002,no_immediate_risk,False
193,0.3190763280627915,0.9428713560839715,0.1719487525286581,normal,0.21673302240928188,0.09211058664868507,0.9505329486286606,no_immediate_risk,False
194,0.2240928222045268,0.955228335489006,0.1955495616992582,normal,0.22107837561142038,0.09696561024949427,0.9525878022087355,no_immediate_risk,False
195,0.3066204072346714,0.9453719364574004,0.1294672960215779,normal,0.223632123762939,0.09770734996628454,0.9529585779192784,no_immediate_risk,False
196,0.2023660561938345,0.9374854906642788,0.1119352663519892,normal,0.21986690933909644,0.09588671611598111,0.9516751235366299,no_immediate_risk,False
197,0.2560573313616197,0.9635658143468312,0.1254214430209035,normal,0.2202991696052778,0.1076196898179366,0.950479885915166,no_immediate_risk,False
198,0.0886133545671707,0.9244784930189368,0.1456507080242751,normal,0.20981685815038076,0.11550910316925149,0.9490544887739196,no_immediate_risk,False
